Symbol	Name	LastSale	MarketCap	ADR TSO	IPOyear	Sector	Industry	Summary Quote
IJT	iShares S&P Small-Cap 600 Growth ETF	177.24	5334924000	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/ijt
MOMO	Momo Inc.	33.31	5309342756.67	159391857	2014	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/momo
QRTEB	Qurate Retail, Inc.	12.2904	5280535737.9432	n/a	n/a	Consumer Services	Catalog/Specialty Distribution	https://www.nasdaq.com/symbol/qrteb
BOKF	BOK Financial Corporation	73.81	5273723171.42	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/bokf
QRTEA	Qurate Retail, Inc.	12.27	5271770935.41	n/a	n/a	Consumer Services	Catalog/Specialty Distribution	https://www.nasdaq.com/symbol/qrtea
NATI	National Instruments Corporation	39.97	5270690934.81	n/a	1995	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/nati
CRON	Cronos Group Inc.	15.79	5258391752.83	n/a	n/a	Consumer Durables	Specialty Chemicals	https://www.nasdaq.com/symbol/cron
TREE	LendingTree, Inc.	405.57	5223396459.93	n/a	n/a	Finance	Finance: Consumer Services	https://www.nasdaq.com/symbol/tree
VGSH	Vanguard Short-Term Treasury ETF	60.94	5216955663.92	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/vgsh
PDD	Pinduoduo Inc.	20.54	5211810069.44	253739536	2018	Miscellaneous	Business Services	https://www.nasdaq.com/symbol/pdd
MLCO	Melco Resorts & Entertainment Limited	21.37	5165910158.98	241736554	n/a	Consumer Services	Hotels/Resorts	https://www.nasdaq.com/symbol/mlco
ICUI	ICU Medical, Inc.	249.25	5138140944.75	n/a	1992	Health Care	Medical/Dental Instruments	https://www.nasdaq.com/symbol/icui
SYNH	Syneos Health, Inc.	48.96	5079863943.36	n/a	2014	Health Care	Biotechnology: Commercial Physical & Biological Resarch	https://www.nasdaq.com/symbol/synh
ENTG	Entegris, Inc.	37.41	5069565122.76	n/a	2000	Consumer Non-Durables	Plastic Products	https://www.nasdaq.com/symbol/entg
LECO	Lincoln Electric Holdings, Inc.	80.16	5034026998.08	n/a	n/a	Technology	Industrial Machinery/Components	https://www.nasdaq.com/symbol/leco
BPOP	Popular, Inc.	52.06	5031447349.22	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/bpop
GWPH	GW Pharmaceuticals Plc	171.79	5025327002.07	29252733	2013	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/gwph
HTHT	Huazhu Group Limited	34.12	4974966025.68	145807914	2010	Consumer Services	Hotels/Resorts	https://www.nasdaq.com/symbol/htht
VSAT	ViaSat, Inc.	81.87	4961135172.66	n/a	1996	Technology	Radio And Television Broadcasting And Communications Equipment	https://www.nasdaq.com/symbol/vsat
TFSL	TFS Financial Corporation	17.65	4941828671.45	n/a	n/a	Finance	Savings Institutions	https://www.nasdaq.com/symbol/tfsl
PCTY	Paylocity Holding Corporation	92.57	4898428565.8	n/a	2014	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/pcty
SBGI	Sinclair Broadcast Group, Inc.	53.45	4882871834.5	n/a	1995	Consumer Services	Broadcasting	https://www.nasdaq.com/symbol/sbgi
FCNCA	First Citizens BancShares, Inc.	428.01	4870028323.05	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/fcnca
FLEX	Flex Ltd.	9.31	4784651925.83	n/a	1994	Technology	Electrical Products	https://www.nasdaq.com/symbol/flex
BGNE	BeiGene, Ltd.	121.02	4767837647.1	39397105	2016	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/bgne
CYBR	CyberArk Software Ltd.	124.83	4694719985.64	n/a	2014	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/cybr
TSG	The Stars Group Inc.	16.14	4643723892.9	n/a	n/a	Technology	Computer Software: Programming, Data Processing	https://www.nasdaq.com/symbol/tsg
IART	Integra LifeSciences Holdings Corporation	54.04	4619166326.04	n/a	n/a	Health Care	Medical/Dental Instruments	https://www.nasdaq.com/symbol/iart
NTNX	Nutanix, Inc.	24.72	4596895232.4	n/a	2016	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/ntnx
AVT	Avnet, Inc.	43.12	4583494386.24	n/a	n/a	Technology	Electronic Components	https://www.nasdaq.com/symbol/avt
NUAN	Nuance Communications, Inc.	15.76	4572813785.84	n/a	n/a	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/nuan
FTSM	First Trust Enhanced Short Maturity ETF	60.16	4563119395.84	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/ftsm
PACW	PacWest Bancorp	37.83	4542183637.68	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/pacw
NXST	Nexstar Media Group, Inc.	98.52	4540965613.8	n/a	2003	Consumer Services	Broadcasting	https://www.nasdaq.com/symbol/nxst
MRNA	Moderna, Inc.	13.77	4530375027.9	n/a	2018	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	https://www.nasdaq.com/symbol/mrna
WEN	Wendy&#39;s Company (The)	19.47	4492197409.26	n/a	n/a	Consumer Services	Restaurants	https://www.nasdaq.com/symbol/wen
BPMC	Blueprint Medicines Corporation	91.69	4479417116.77	n/a	2015	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/bpmc
SIGI	Selective Insurance Group, Inc.	75.39	4465449139.41	n/a	n/a	Finance	Property-Casualty Insurers	https://www.nasdaq.com/symbol/sigi
HZNP	Horizon Therapeutics Public Limited Company	23.88	4415027078.28	n/a	2011	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/hznp
CHDN	Churchill Downs, Incorporated	109.41	4398230249.07	n/a	n/a	Consumer Services	Services-Misc. Amusement & Recreation	https://www.nasdaq.com/symbol/chdn
FCFS	FirstCash, Inc.	100.2	4321423596	n/a	1991	Consumer Services	Other Specialty Stores	https://www.nasdaq.com/symbol/fcfs
MANH	Manhattan Associates, Inc.	66.88	4320080561.28	n/a	1998	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/manh
LFUS	Littelfuse, Inc.	173.18	4282168520.56	n/a	n/a	Consumer Durables	Electrical Products	https://www.nasdaq.com/symbol/lfus
SRCL	Stericycle, Inc.	46.89	4268908504.35	n/a	1996	Basic Industries	Environmental Services	https://www.nasdaq.com/symbol/srcl
PNFP	Pinnacle Financial Partners, Inc.	55.3	4255790395.5	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/pnfp
MCHI	iShares MSCI China ETF	58.05	4226040000	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/mchi
JCOM	j2 Global, Inc.	85.63	4190581405.57	n/a	1999	Technology	Telecommunications Equipment	https://www.nasdaq.com/symbol/jcom
VIRT	Virtu Financial, Inc.	21	4187051127	n/a	2015	Finance	Investment Bankers/Brokers/Service	https://www.nasdaq.com/symbol/virt
SLAB	Silicon Laboratories, Inc.	95.45	4136858456.45	n/a	2000	Technology	Semiconductors	https://www.nasdaq.com/symbol/slab
LSTR	Landstar System, Inc.	102.48	4115838652.8	n/a	1993	Transportation	Trucking Freight/Courier Services	https://www.nasdaq.com/symbol/lstr
CBRL	Cracker Barrel Old Country Store, Inc.	170.94	4110150077.88	n/a	1981	Consumer Services	Restaurants	https://www.nasdaq.com/symbol/cbrl
TTEK	Tetra Tech, Inc.	74.77	4102365513.28	n/a	1991	Consumer Services	Military/Government/Technical	https://www.nasdaq.com/symbol/ttek
CARG	CarGurus, Inc.	36.74	4086947496.5	n/a	2017	Technology	EDP Services	https://www.nasdaq.com/symbol/carg
VEON	VEON Ltd.	2.75	4084922784.25	1485426467	n/a	Public Utilities	Telecommunications Equipment	https://www.nasdaq.com/symbol/veon
AAXN	Axon Enterprise, Inc.	68.83	4069741626.37	n/a	n/a	Capital Goods	Ordnance And Accessories	https://www.nasdaq.com/symbol/aaxn
HQY	HealthEquity, Inc.	64.69	4057666018.2	n/a	2014	Miscellaneous	Business Services	https://www.nasdaq.com/symbol/hqy
ROLL	RBC Bearings Incorporated	163.56	4057106617.8	n/a	2005	Capital Goods	Metal Fabrications	https://www.nasdaq.com/symbol/roll
LANC	Lancaster Colony Corporation	147.21	4049011050	n/a	n/a	Consumer Non-Durables	Packaged Foods	https://www.nasdaq.com/symbol/lanc
AAXJ	iShares MSCI All Country Asia ex Japan Index Fund	68.65	4036620000	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/aaxj
WTFC	Wintrust Financial Corporation	71.2	4034412435.2	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/wtfc
FFIN	First Financial Bankshares, Inc.	29.7	4030353379.8	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/ffin
HPT	Hospitality Properties Trust	24.36	4005760032.12	n/a	n/a	Consumer Services	Real Estate Investment Trusts	https://www.nasdaq.com/symbol/hpt
IBKC	IBERIABANK Corporation	73.56	4002907605.36	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/ibkc
VCLT	Vanguard Long-Term Corporate Bond ETF	96.2	4002395420.4	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/vclt
MKSI	MKS Instruments, Inc.	73.55	3997976473	n/a	1999	Capital Goods	Industrial Machinery/Components	https://www.nasdaq.com/symbol/mksi
VGIT	Vanguard Intermediate-Term Treasury ETF	66.03	3965120450.61	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/vgit
SLM	SLM Corporation	9.14	3950939738.52	n/a	n/a	Finance	Finance: Consumer Services	https://www.nasdaq.com/symbol/slm
BHF	Brighthouse Financial, Inc.	33.66	3898154401.02	n/a	n/a	Finance	Life Insurance	https://www.nasdaq.com/symbol/bhf
AMED	Amedisys Inc	121.51	3893769480.48	n/a	n/a	Health Care	Medical/Nursing Services	https://www.nasdaq.com/symbol/amed
ONCE	Spark Therapeutics, Inc.	100.79	3871672777.77	n/a	2015	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	https://www.nasdaq.com/symbol/once
RGEN	Repligen Corporation	80.47	3862929357.3	n/a	1986	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	https://www.nasdaq.com/symbol/rgen
BLKB	Blackbaud, Inc.	78.26	3849332359.6	n/a	2004	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/blkb
STRA	Strategic Education, Inc.	174.76	3832748240.96	n/a	1996	Consumer Services	Other Consumer Services	https://www.nasdaq.com/symbol/stra
TQQQ	ProShares UltraPro QQQ	60.09	3830737500	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/tqqq
TXRH	Texas Roadhouse, Inc.	53.1	3814275323.7	n/a	2004	Consumer Services	Restaurants	https://www.nasdaq.com/symbol/txrh
TLRY	Tilray, Inc.	46.81	3771218955.47	n/a	2018	Consumer Durables	Specialty Chemicals	https://www.nasdaq.com/symbol/tlry
IUSB	iShares Core Total USD Bond Market ETF	51.64	3754228000	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/iusb
WMGI	Wright Medical Group N.V.	29.45	3714295167.65	n/a	2011	Health Care	Industrial Specialties	https://www.nasdaq.com/symbol/wmgi
ACAD	ACADIA Pharmaceuticals Inc.	25.78	3709287782.18	n/a	1985	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/acad
UBSI	United Bankshares, Inc.	36.22	3697904841.42	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/ubsi
MRCY	Mercury Systems Inc	66.77	3695632765.77	n/a	1998	Capital Goods	Electrical Products	https://www.nasdaq.com/symbol/mrcy
LITE	Lumentum Holdings Inc.	48.3	3690120000	n/a	n/a	Capital Goods	Telecommunications Equipment	https://www.nasdaq.com/symbol/lite
MRTX	Mirati Therapeutics, Inc.	102.14	3681853551.78	n/a	n/a	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/mrtx
ACWX	iShares MSCI ACWI ex US Index Fund	46.33	3669336000	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/acwx
CBPO	China Biologic Products Holdings, Inc.	94.13	3667644515.17	n/a	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	https://www.nasdaq.com/symbol/cbpo
LHCG	LHC Group	116.08	3655719628.4	n/a	2005	Health Care	Medical/Nursing Services	https://www.nasdaq.com/symbol/lhcg
OZK	Bank OZK	28.3	3648912006	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/ozk
ESGR	Enstar Group Limited	169.74	3646246216.14	n/a	n/a	Finance	Property-Casualty Insurers	https://www.nasdaq.com/symbol/esgr
FGEN	FibroGen, Inc	42.27	3644603010.06	n/a	2014	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/fgen
FSV	FirstService Corporation	95.69	3613432670.47	n/a	n/a	Finance	Real Estate	https://www.nasdaq.com/symbol/fsv
MAT	Mattel, Inc.	10.43	3602783177.63	n/a	n/a	Consumer Non-Durables	Recreational Products/Toys	https://www.nasdaq.com/symbol/mat
TNDM	Tandem Diabetes Care, Inc.	61.95	3597265579.95	n/a	2013	Health Care	Medical/Dental Instruments	https://www.nasdaq.com/symbol/tndm
UMPQ	Umpqua Holdings Corporation	16.3	3593884310	n/a	n/a	Finance	Savings Institutions	https://www.nasdaq.com/symbol/umpq
VRNT	Verint Systems Inc.	54.51	3585304109.28	n/a	2002	Technology	EDP Services	https://www.nasdaq.com/symbol/vrnt
ACIW	ACI Worldwide, Inc.	32.35	3576719164.15	n/a	n/a	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/aciw
TECD	Tech Data Corporation	97.89	3571571859.96	n/a	1986	Technology	Retail: Computer Software & Peripheral Equipment	https://www.nasdaq.com/symbol/tecd
OMCL	Omnicell, Inc.	86.39	3560875113.17	n/a	2001	Technology	Computer Manufacturing	https://www.nasdaq.com/symbol/omcl
GBT	Global Blood Therapeutics, Inc.	62.43	3521460354.63	n/a	2015	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/gbt
LIVN	LivaNova PLC	72.76	3515828247.44	n/a	n/a	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	https://www.nasdaq.com/symbol/livn
LOGM	LogMein, Inc.	70.11	3491478000	n/a	2009	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/logm
SBRA	Sabra Health Care REIT, Inc.	19.26	3457190088.18	n/a	n/a	Consumer Services	Real Estate Investment Trusts	https://www.nasdaq.com/symbol/sbra
YY	YY Inc.	68.7	3456465521.1	50312453	2012	Technology	EDP Services	https://www.nasdaq.com/symbol/yy
GT	The Goodyear Tire & Rubber Company	14.86	3454514795.18	n/a	n/a	Consumer Durables	Automotive Aftermarket	https://www.nasdaq.com/symbol/gt
FTDR	frontdoor, inc.	40.72	3446276771.52	n/a	n/a	Finance	Diversified Commercial Services	https://www.nasdaq.com/symbol/ftdr
MEOH	Methanex Corporation	44.63	3423838650.4	n/a	n/a	Basic Industries	Major Chemicals	https://www.nasdaq.com/symbol/meoh
RARE	Ultragenyx Pharmaceutical Inc.	59.52	3420761652.48	n/a	2014	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/rare
ALKS	Alkermes plc	21.78	3417379770.42	n/a	1991	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/alks
FHB	First Hawaiian, Inc.	25.29	3414453859.35	n/a	2016	Finance	Major Banks	https://www.nasdaq.com/symbol/fhb
APPF	AppFolio, Inc.	100.19	3407040500.86	n/a	2015	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/appf
GBCI	Glacier Bancorp, Inc.	39.22	3397860311.76	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/gbci
ERI	Eldorado Resorts, Inc.	43.81	3394054803.88	n/a	n/a	Consumer Services	Hotels/Resorts	https://www.nasdaq.com/symbol/eri
UTHR	United Therapeutics Corporation	77.26	3384831292.9	n/a	1999	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/uthr
VLY	Valley National Bancorp	10.18	3377194731.62	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/vly
USIG	iShares Broad USD Investment Grade Corporate Bond ETF	56.81	3371673500	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/usig
QLYS	Qualys, Inc.	85.88	3362897284.48	n/a	2012	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/qlys
LAUR	Laureate Education, Inc.	14.89	3344892816.24	n/a	2017	Consumer Services	Other Consumer Services	https://www.nasdaq.com/symbol/laur
HELE	Helen of Troy Limited	132.85	3323058487.05	n/a	n/a	Consumer Durables	Home Furnishings	https://www.nasdaq.com/symbol/hele
HWC	Hancock Whitney Corporation	38.61	3309658389.18	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/hwc
SLGN	Silgan Holdings Inc.	29.72	3303155486.36	n/a	1997	Consumer Durables	Containers/Packaging	https://www.nasdaq.com/symbol/slgn
CSOD	Cornerstone OnDemand, Inc.	54.92	3276135675.32	n/a	2011	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/csod
MMSI	Merit Medical Systems, Inc.	58.85	3237039247.75	n/a	n/a	Health Care	Medical/Dental Instruments	https://www.nasdaq.com/symbol/mmsi
SAVE	Spirit Airlines, Inc.	46.96	3213885343.6	n/a	n/a	Transportation	Air Freight/Delivery Services	https://www.nasdaq.com/symbol/save
ALLO	Allogene Therapeutics, Inc.	26.17	3180684004.4	n/a	2018	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	https://www.nasdaq.com/symbol/allo
NOVT	Novanta Inc.	90.49	3166650133.24	n/a	n/a	Miscellaneous	Industrial Machinery/Components	https://www.nasdaq.com/symbol/novt
HOMB	Home BancShares, Inc.	18.73	3146624154.42	n/a	2006	Finance	Major Banks	https://www.nasdaq.com/symbol/homb
BCPC	Balchem Corporation	97.17	3141850664.82	n/a	n/a	Basic Industries	Major Chemicals	https://www.nasdaq.com/symbol/bcpc
STAY	Extended Stay America, Inc.	16.54	3116340699.04	n/a	n/a	Consumer Services	Hotels/Resorts	https://www.nasdaq.com/symbol/stay
NEOG	Neogen Corporation	59.61	3106873200	n/a	1989	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances	https://www.nasdaq.com/symbol/neog
NAVI	Navient Corporation	12.97	3106627317.6	n/a	n/a	Finance	Investment Bankers/Brokers/Service	https://www.nasdaq.com/symbol/navi
ERIC	Ericsson	9.72	3105578316.24	319503942	n/a	Technology	Radio And Television Broadcasting And Communications Equipment	https://www.nasdaq.com/symbol/eric
SFIX	Stitch Fix, Inc.	30.75	3102146438.25	n/a	2017	Consumer Services	Catalog/Specialty Distribution	https://www.nasdaq.com/symbol/sfix
WB	Weibo Corporation	41.57	3100595266.53	74587329	2014	Technology	Computer Software: Programming, Data Processing	https://www.nasdaq.com/symbol/wb
COHR	Coherent, Inc.	128.06	3097870134.26	n/a	n/a	Capital Goods	Biotechnology: Laboratory Analytical Instruments	https://www.nasdaq.com/symbol/cohr
CCMP	Cabot Microelectronics Corporation	106.49	3094794276.7	n/a	2000	Technology	Semiconductors	https://www.nasdaq.com/symbol/ccmp
IGF	iShares Global Infrastructure ETF	46.3	3083580000	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/igf
UMBF	UMB Financial Corporation	62.83	3082885013.38	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/umbf
AMCX	AMC Networks Inc.	54.18	3078013044.96	n/a	n/a	Consumer Services	Television Services	https://www.nasdaq.com/symbol/amcx
FOLD	Amicus Therapeutics, Inc.	12.06	3067259453.28	n/a	2007	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/fold
DSGX	The Descartes Systems Group Inc.	36.35	3057869450.6	n/a	n/a	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/dsgx
JJSF	J & J Snack Foods Corp.	162.42	3056330391.42	n/a	1986	Consumer Non-Durables	Specialty Foods	https://www.nasdaq.com/symbol/jjsf
ANAT	American National Insurance Company	113.65	3055730280	n/a	n/a	Finance	Life Insurance	https://www.nasdaq.com/symbol/anat
ACHC	Acadia Healthcare Company, Inc.	34.45	3046976688.6	n/a	n/a	Health Care	Medical Specialities	https://www.nasdaq.com/symbol/achc
ISBC	Investors Bancorp, Inc.	10.87	3029637887.19	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/isbc
SMTC	Semtech Corporation	45.41	3027807428.87	n/a	n/a	Technology	Semiconductors	https://www.nasdaq.com/symbol/smtc
FEYE	FireEye, Inc.	14.73	3020675134.35	n/a	2013	Technology	Computer peripheral equipment	https://www.nasdaq.com/symbol/feye
COMM	CommScope Holding Company, Inc.	15.59	3018577768.28	n/a	2013	Technology	Radio And Television Broadcasting And Communications Equipment	https://www.nasdaq.com/symbol/comm
VIAV	Viavi Solutions Inc.	13.23	3016392610.14	n/a	n/a	Technology	Semiconductors	https://www.nasdaq.com/symbol/viav
TERP	TerraForm Power, Inc.	14.35	3001183682	n/a	2014	Public Utilities	Electric Utilities: Central	https://www.nasdaq.com/symbol/terp
ENSG	The Ensign Group, Inc.	56.57	2998863213.79	n/a	2007	Health Care	Hospital/Nursing Management	https://www.nasdaq.com/symbol/ensg
FOXF	Fox Factory Holding Corp.	78.42	2993352881.28	n/a	2013	Consumer Non-Durables	Motor Vehicles	https://www.nasdaq.com/symbol/foxf
FIVN	Five9, Inc.	50.15	2992794027.5	n/a	2014	Technology	EDP Services	https://www.nasdaq.com/symbol/fivn
NUVA	NuVasive, Inc.	57.5	2983438100	n/a	2004	Health Care	Medical/Dental Instruments	https://www.nasdaq.com/symbol/nuva
TCBI	Texas Capital Bancshares, Inc.	59.28	2980236021.36	n/a	2003	Finance	Major Banks	https://www.nasdaq.com/symbol/tcbi
LMBS	First Trust Low Duration Opportunities ETF	51.61	2975316603.22	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/lmbs
EXPO	Exponent, Inc.	57.29	2973410123.28	n/a	n/a	Consumer Services	Professional Services	https://www.nasdaq.com/symbol/expo
ARGX	argenx SE	139.26	2940961195.92	21118492	2017	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	https://www.nasdaq.com/symbol/argx
CVBF	CVB Financial Corporation	20.91	2927651714.58	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/cvbf
RTLR	Rattler Midstream LP	19.29	2922727282.08	n/a	2019	Public Utilities	Natural Gas Distribution	https://www.nasdaq.com/symbol/rtlr
AGIO	Agios Pharmaceuticals, Inc.	49.59	2911495003.47	n/a	2013	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/agio
SAFM	Sanderson Farms, Inc.	131.03	2902870722.35	n/a	1987	Consumer Non-Durables	Meat/Poultry/Fish	https://www.nasdaq.com/symbol/safm
BL	BlackLine, Inc.	52.68	2899852306.68	n/a	2016	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/bl
CSFL	CenterState Bank Corporation	22.18	2896763427.82	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/csfl
EVBG	Everbridge, Inc.	87.52	2881662515.2	n/a	2016	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/evbg
SKYW	SkyWest, Inc.	56.07	2857630538.7	n/a	1986	Transportation	Air Freight/Delivery Services	https://www.nasdaq.com/symbol/skyw
CMPR	Cimpress N.V	93.03	2856505314.18	n/a	n/a	Miscellaneous	Publishing	https://www.nasdaq.com/symbol/cmpr
SINA	Sina Corporation	40.93	2839237970.2	n/a	n/a	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/sina
QURE	uniQure N.V.	75	2832288150	n/a	2014	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/qure
CHFC	Chemical Financial Corporation	39.54	2829151726.98	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/chfc
ONB	Old National Bancorp	16.24	2825418960	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/onb
HLNE	Hamilton Lane Incorporated	55.45	2821130149.05	n/a	2017	Finance	Investment Managers	https://www.nasdaq.com/symbol/hlne
SEDG	SolarEdge Technologies, Inc.	59.22	2815774083.36	n/a	2015	Technology	Semiconductors	https://www.nasdaq.com/symbol/sedg
COKE	Coca-Cola Consolidated, Inc.	300.11	2813137805.79	n/a	1972	Consumer Non-Durables	Beverages (Production/Distribution)	https://www.nasdaq.com/symbol/coke
AUB	Atlantic Union Bankshares Corporation	34.15	2802148095.55	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/aub
PS	Pluralsight, Inc.	29.37	2798356066.11	n/a	2018	Technology	Computer Software: Programming, Data Processing	https://www.nasdaq.com/symbol/ps
DORM	Dorman Products, Inc.	84.755	2791548398.155	n/a	n/a	Capital Goods	Auto Parts:O.E.M.	https://www.nasdaq.com/symbol/dorm
ARNA	Arena Pharmaceuticals, Inc.	56.01	2776419396.66	n/a	2000	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/arna
MNRO	Monro, Inc. 	83.51	2770707640.54	n/a	1991	Consumer Services	Automotive Aftermarket	https://www.nasdaq.com/symbol/mnro
ALTR	Altair Engineering Inc.	38.78	2761668371.84	n/a	2017	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/altr
CATY	Cathay General Bancorp	34.35	2761246871.4	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/caty
MIME	Mimecast Limited	45.01	2761145876.65	n/a	2015	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/mime
HMSY	HMS Holdings Corp	31.47	2740908602.4	n/a	1992	Miscellaneous	Business Services	https://www.nasdaq.com/symbol/hmsy
VONG	Vanguard Russell 1000 Growth ETF	160.62	2734830320.82	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/vong
ISTB	iShares Core 1-5 Year USD Bond ETF	50.44	2723760000	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/istb
CCOI	Cogent Communications Holdings, Inc.	58.67	2719995997.78	n/a	n/a	Consumer Services	Telecommunications Equipment	https://www.nasdaq.com/symbol/ccoi
SHOO	Steven Madden, Ltd.	31.66	2716922560.86	n/a	1993	Consumer Non-Durables	Shoe Manufacturing	https://www.nasdaq.com/symbol/shoo
CIGI	Colliers International Group Inc. 	70.75	2699616027.75	n/a	n/a	Finance	Real Estate	https://www.nasdaq.com/symbol/cigi
GRFS	Grifols, S.A.	20.12	2690236447.8	133709565	n/a	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/grfs
IOVA	Iovance Biotherapeutics, Inc.	21.75	2686434524.25	n/a	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	https://www.nasdaq.com/symbol/iova
FNSR	Finisar Corporation	22.36	2679531640.76	n/a	1999	Technology	Semiconductors	https://www.nasdaq.com/symbol/fnsr
CAR	Avis Budget Group, Inc.	35.28	2678176700.64	n/a	n/a	Consumer Services	Rental/Leasing Companies	https://www.nasdaq.com/symbol/car
DGRW	WisdomTree U.S. Quality Dividend Growth Fund	43.27	2674086000	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/dgrw
LEXEA	Liberty Expedia Holdings, Inc.	46.57	2669718622.85	n/a	n/a	Consumer Services	Other Consumer Services	https://www.nasdaq.com/symbol/lexea
WING	Wingstop Inc.	90.66	2665338362.16	n/a	2015	Consumer Services	Restaurants	https://www.nasdaq.com/symbol/wing
WAFD	Washington Federal, Inc.	33.07	2660230201.07	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/wafd
